transaction_id,blood_bank_id,blood_group,component_type,transaction_type,units,transaction_timestamp,source_donation_id,source_transfer_id,destination_bank_id,status,issue_id
TXN6B021D39C4,BB020,O+,Platelets,DONATION,1.0,2025-06-10 13:23:00,DONATION1201,,,POSTED,
TXN8AE6368315,BB007,A+,Plasma,DONATION,1.0,2025-06-10 15:24:00,DONATION1260,,,POSTED,
TXN367E04D0D0,BB020,O+,Plasma,DONATION,1.0,2025-06-10 15:27:00,DONATION1201,,,POSTED,
TXNEE727E0DDC,BB007,A+,RBC,DONATION,1.0,2025-06-10 18:13:00,DONATION1260,,,POSTED,
TXN722C4336ED,BB018,A+,RBC,DONATION,1.0,2025-06-11 08:11:00,DONATION0888,,,POSTED,
TXN1649A9AC08,BB005,O+,RBC,DONATION,1.0,2025-06-11 10:31:00,DONATION0410,,,POSTED,
TXN14ACD463D9,BB011,AB+,RBC,DONATION,1.0,2025-06-11 11:37:00,DONATION0287,,,POSTED,
TXNF248D48334,BB011,AB+,Plasma,DONATION,1.0,2025-06-11 11:52:00,DONATION0287,,,POSTED,
TXN96375AC3BE,BB018,A+,Plasma,DONATION,1.0,2025-06-11 12:25:00,DONATION0888,,,POSTED,
TXNB7537607A1,BB003,A+,Plasma,ISSUE,1.0,2025-06-11 13:53:00,,,,POSTED,ISSUEC85B4BC74D
TXN339DA70BD2,BB005,O+,Plasma,DONATION,1.0,2025-06-11 15:23:00,DONATION0410,,,POSTED,
TXN71B85E0F18,BB018,A+,Platelets,DONATION,1.0,2025-06-11 17:43:00,DONATION0888,,,POSTED,
TXN37F8273CED,BB018,A+,RBC,ISSUE,3.0,2025-06-12 08:34:00,,,,POSTED,ISSUE22D3086065
TXNA43B8AFDA9,BB003,B+,RBC,DONATION,2.0,2025-06-12 09:40:00,DONATION1251,,,POSTED,
TXN7FC6E0D03F,BB009,B+,Plasma,DONATION,1.0,2025-06-12 10:44:00,DONATION1480,,,POSTED,
TXN437793A374,BB008,O+,Plasma,ISSUE,3.0,2025-06-12 11:05:00,,,,POSTED,ISSUE319E5648C8
TXNC43C2662B2,BB009,B+,RBC,DONATION,1.0,2025-06-12 13:25:00,DONATION1480,,,POSTED,
TXNAF18604272,BB018,B+,Platelets,ISSUE,1.0,2025-06-12 15:11:00,,,,POSTED,ISSUE662C263920
TXN4C1CDF0210,BB003,B+,Plasma,DONATION,2.0,2025-06-12 15:39:00,DONATION1251,,,POSTED,
TXN631DB881DB,BB003,B+,Platelets,DONATION,2.0,2025-06-12 17:31:00,DONATION1251,,,POSTED,
TXN68CD665D3D,BB015,O+,RBC,DONATION,1.0,2025-06-13 09:53:00,DONATION1578,,,POSTED,
TXN97C419FA8D,BB003,O+,Plasma,ISSUE,3.0,2025-06-13 12:01:00,,,,POSTED,ISSUE6CBF1FEEC5
TXND20AC2FCAE,BB005,O+,RBC,ISSUE,6.0,2025-06-13 12:29:00,,,,POSTED,ISSUEEF6E6A5686
TXN863B5A8B0F,BB015,O+,Plasma,DONATION,1.0,2025-06-13 15:48:00,DONATION1578,,,POSTED,
TXN5738DAD200,BB018,B+,Plasma,ISSUE,1.0,2025-06-13 16:46:00,,,,POSTED,ISSUE11325B209D
TXN5ECD9FB4D6,BB020,B+,Platelets,DONATION,2.0,2025-06-14 09:12:00,DONATION0486,,,POSTED,
TXNB26806B929,BB007,A+,RBC,DONATION,1.0,2025-06-14 10:13:00,DONATION1541,,,POSTED,
TXN71BE649186,BB020,B+,RBC,DONATION,2.0,2025-06-14 10:52:00,DONATION0486,,,POSTED,
TXN6A19730B4D,BB007,A+,Plasma,DONATION,1.0,2025-06-14 17:46:00,DONATION1541,,,POSTED,
TXNDCD3D815B5,BB020,B+,Plasma,DONATION,2.0,2025-06-14 18:15:00,DONATION0486,,,POSTED,
TXNFFF6D98ED4,BB013,A-,RBC,DONATION,1.0,2025-06-16 08:18:00,DONATION1546,,,POSTED,
TXNA0E561A6FC,BB016,A-,RBC,DONATION,1.0,2025-06-16 08:33:00,DONATION1386,,,POSTED,
TXNA46B9D677E,BB016,A-,Platelets,DONATION,1.0,2025-06-16 08:56:00,DONATION1386,,,POSTED,
TXN221C0E7209,BB016,A-,Plasma,DONATION,1.0,2025-06-16 09:28:00,DONATION1386,,,POSTED,
TXNC074950C1A,BB002,AB+,RBC,DONATION,1.0,2025-06-16 10:59:00,DONATION0069,,,POSTED,
TXN24C72F08FC,BB010,B-,Plasma,EXPIRY,1.0,2025-06-16 11:20:00,,,,POSTED,
TXN2B6BD78E2A,BB002,AB+,Platelets,DONATION,1.0,2025-06-16 11:23:00,DONATION0069,,,POSTED,
TXN938B4694C5,BB020,A+,Platelets,DONATION,2.0,2025-06-16 11:35:00,DONATION0999,,,POSTED,
TXNFF5B163792,BB020,A+,RBC,DONATION,2.0,2025-06-16 13:15:00,DONATION0999,,,POSTED,
TXN1E1582790D,BB020,A+,Plasma,DONATION,2.0,2025-06-16 13:17:00,DONATION0999,,,POSTED,
TXN2A642DED4A,BB002,AB+,Plasma,DONATION,1.0,2025-06-16 13:56:00,DONATION0069,,,POSTED,
TXN5B40CB3C91,BB013,A-,Plasma,DONATION,1.0,2025-06-16 15:24:00,DONATION1546,,,POSTED,
TXN7DCB30FD9F,BB009,A+,Platelets,DONATION,2.0,2025-06-17 09:15:00,DONATION0674,,,POSTED,
TXN66D6E925FE,BB009,A+,Plasma,DONATION,2.0,2025-06-17 09:43:00,DONATION0674,,,POSTED,
TXN0E10FF9D01,BB020,B+,Platelets,ISSUE,1.0,2025-06-17 13:20:00,,,,POSTED,ISSUE1DB5AED074
TXNDCFB8CFF34,BB018,A+,Platelets,ISSUE,1.0,2025-06-17 13:34:00,,,,POSTED,ISSUEC63AB55AF6
TXN4E3CA6CE03,BB009,A+,RBC,DONATION,2.0,2025-06-17 17:37:00,DONATION0674,,,POSTED,
TXN3BBBF3FC60,BB015,O+,RBC,ISSUE,1.0,2025-06-18 09:55:00,,,,POSTED,ISSUE62B1FE893B
TXN7150AA3F03,BB007,A+,RBC,ISSUE,2.0,2025-06-18 10:40:00,,,,POSTED,ISSUE3CE528417D
TXNA0133B7EEE,BB013,A-,RBC,DONATION,2.0,2025-06-18 14:39:00,DONATION0244,,,POSTED,
TXN098566599F,BB004,B+,RBC,DONATION,1.0,2025-06-18 16:11:00,DONATION1235,,,POSTED,
TXNBBABA31905,BB013,A-,Platelets,DONATION,2.0,2025-06-18 17:09:00,DONATION0244,,,POSTED,
TXN2D90F1BD27,BB004,B+,Plasma,DONATION,1.0,2025-06-18 17:38:00,DONATION1235,,,POSTED,
TXNC8AA0C9200,BB013,A-,Plasma,DONATION,2.0,2025-06-18 18:15:00,DONATION0244,,,POSTED,
TXNA1FBAB4102,BB004,B+,Platelets,DONATION,1.0,2025-06-18 18:56:00,DONATION1235,,,POSTED,
TXN7DE1966EDB,BB016,AB-,Platelets,DONATION,1.0,2025-06-19 08:03:00,DONATION1806,,,POSTED,
TXN1A8CA05BB7,BB020,A+,Platelets,DONATION,2.0,2025-06-19 08:44:00,DONATION1391,,,POSTED,
TXNE6DE4FD10C,BB016,AB-,Plasma,DONATION,1.0,2025-06-19 08:46:00,DONATION1806,,,POSTED,
TXN1EE534281C,BB020,A+,Plasma,DONATION,2.0,2025-06-19 10:27:00,DONATION1391,,,POSTED,
TXN81A112F55D,BB020,A+,RBC,DONATION,2.0,2025-06-19 12:29:00,DONATION1391,,,POSTED,
TXNA0BA133678,BB016,AB-,RBC,DONATION,1.0,2025-06-19 18:54:00,DONATION1806,,,POSTED,
TXNB997DC4FE4,BB010,O+,Platelets,DONATION,1.0,2025-06-20 09:10:00,DONATION1061,,,POSTED,
TXNF5B9252607,BB011,A+,Plasma,DONATION,1.0,2025-06-20 10:41:00,DONATION1646,,,POSTED,
TXNF9A4C972E1,BB011,A+,RBC,DONATION,1.0,2025-06-20 13:23:00,DONATION1646,,,POSTED,
TXN7C36B5EA9E,BB010,O+,Plasma,DONATION,1.0,2025-06-20 13:32:00,DONATION1061,,,POSTED,
TXN4BF910F0A8,BB011,AB+,RBC,ISSUE,1.0,2025-06-20 14:23:00,,,,POSTED,ISSUE4954CEB325
TXN263CCA3DEE,BB020,A+,Plasma,ISSUE,1.0,2025-06-20 14:28:00,,,,POSTED,ISSUE3FF33A3BCB
TXNB04A80C574,BB010,O+,RBC,DONATION,1.0,2025-06-20 18:12:00,DONATION1061,,,POSTED,
TXN0E16CD8899,BB003,AB+,Plasma,DONATION,1.0,2025-06-21 09:27:00,DONATION0238,,,POSTED,
TXNBBE7176CE4,BB011,A+,Plasma,DONATION,1.0,2025-06-21 09:33:00,DONATION0597,,,POSTED,
TXN05551DFBFD,BB011,A+,RBC,DONATION,1.0,2025-06-21 10:06:00,DONATION0597,,,POSTED,
TXN7F0B45EC86,BB011,A+,Platelets,DONATION,1.0,2025-06-21 11:39:00,DONATION0597,,,POSTED,
TXN5B0C2F002D,BB003,AB+,RBC,DONATION,1.0,2025-06-21 12:14:00,DONATION0238,,,POSTED,
TXN186AC45499,BB009,B+,RBC,ISSUE,2.0,2025-06-21 13:19:00,,,,POSTED,ISSUE0356E053C3
TXNFD6B2ED764,BB020,B+,Plasma,ISSUE,2.0,2025-06-21 15:16:00,,,,POSTED,ISSUE3F7CA595F2
TXN933FC2680D,BB016,A-,RBC,ISSUE,1.0,2025-06-23 08:58:00,,,,POSTED,ISSUEC3529AACE4
TXN6E5A5C66E6,BB020,A+,Platelets,ISSUE,1.0,2025-06-23 10:53:00,,,,POSTED,ISSUEB4D2D4DCD3
TXN4F4D9F22F7,BB011,A+,Plasma,ISSUE,2.0,2025-06-23 16:04:00,,,,POSTED,ISSUE019E6C28F9
TXN6A25EBB85C,BB010,O+,Plasma,ISSUE,2.0,2025-06-23 16:30:00,,,,POSTED,ISSUE8CC2B704F0
TXN62EA8A027A,BB007,A+,Plasma,ISSUE,2.0,2025-06-23 18:53:00,,,,POSTED,ISSUEEFF8F4B783
TXNE1247FF687,BB003,A+,RBC,DONATION,1.0,2025-06-24 08:30:00,DONATION0297,,,POSTED,
TXN863F466788,BB009,A+,RBC,DONATION,3.0,2025-06-24 10:27:00,DONATION0441,,,POSTED,
TXN854E952441,BB020,B+,RBC,ISSUE,1.0,2025-06-24 11:31:00,,,,POSTED,ISSUEE01BDDF71B
TXNCE57AB0ECC,BB014,A-,Plasma,DONATION,2.0,2025-06-24 11:58:00,DONATION1847,,,POSTED,
TXN367A34C43E,BB003,A+,Plasma,DONATION,1.0,2025-06-24 14:27:00,DONATION0297,,,POSTED,
TXNDAB1F72F69,BB014,A-,Platelets,DONATION,2.0,2025-06-24 15:12:00,DONATION1847,,,POSTED,
TXN46481CF1FC,BB009,A+,Plasma,DONATION,3.0,2025-06-24 16:58:00,DONATION0441,,,POSTED,
TXN75A730E9A3,BB014,A-,RBC,DONATION,2.0,2025-06-24 17:40:00,DONATION1847,,,POSTED,
TXNDA7659D48F,BB007,AB+,Plasma,DONATION,1.0,2025-06-25 08:35:00,DONATION0761,,,POSTED,
TXN08F9369FBE,BB018,AB+,RBC,DONATION,1.0,2025-06-25 09:46:00,DONATION0035,,,POSTED,
TXN0B9AEECB81,BB007,AB+,RBC,DONATION,1.0,2025-06-25 10:59:00,DONATION0761,,,POSTED,
TXN14F0936D7B,BB018,AB+,Plasma,DONATION,1.0,2025-06-25 15:52:00,DONATION0035,,,POSTED,
TXN116528BA7C,BB018,AB+,Platelets,DONATION,1.0,2025-06-25 16:49:00,DONATION0035,,,POSTED,
TXNDA84A841BE,BB014,B-,Plasma,DONATION,1.0,2025-06-26 12:27:00,DONATION1425,,,POSTED,
TXNEE113FDFE6,BB014,B-,RBC,DONATION,1.0,2025-06-26 17:59:00,DONATION1425,,,POSTED,
TXN876DA078D7,BB017,O+,Plasma,DONATION,2.0,2025-06-27 10:51:00,DONATION1676,,,POSTED,
TXNF630CAC833,BB007,O-,RBC,DONATION,1.0,2025-06-27 11:15:00,DONATION1774,,,POSTED,
TXN8903215910,BB004,O+,Plasma,DONATION,1.0,2025-06-27 14:44:00,DONATION0532,,,POSTED,
TXNB4A86F337A,BB004,O+,RBC,DONATION,1.0,2025-06-27 17:23:00,DONATION0532,,,POSTED,
TXN39449E5107,BB004,O+,Plasma,DONATION,1.0,2025-06-27 17:40:00,DONATION1297,,,POSTED,
TXNDAD2BAE60E,BB017,O+,RBC,DONATION,2.0,2025-06-27 17:42:00,DONATION1676,,,POSTED,
TXN1B0EC34F2C,BB004,O+,RBC,DONATION,1.0,2025-06-27 18:15:00,DONATION1297,,,POSTED,
TXNA0704A27C9,BB007,O-,Plasma,DONATION,1.0,2025-06-27 18:19:00,DONATION1774,,,POSTED,
TXN05C12ECDC5,BB007,A-,RBC,DONATION,1.0,2025-06-28 09:21:00,DONATION0612,,,POSTED,
TXN0C4DEF4CD2,BB015,O+,Plasma,DONATION,1.0,2025-06-28 11:19:00,DONATION0493,,,POSTED,
TXNAF5CFB3562,BB015,O+,RBC,DONATION,1.0,2025-06-28 16:19:00,DONATION0493,,,POSTED,
TXN42982A4EA0,BB007,A-,Plasma,DONATION,1.0,2025-06-28 17:49:00,DONATION0612,,,POSTED,
TXN77FD7F5D1E,BB002,B-,RBC,DONATION,1.0,2025-06-29 08:09:00,DONATION0419,,,POSTED,
TXNAF86783F2E,BB002,B-,Plasma,DONATION,1.0,2025-06-29 17:43:00,DONATION0419,,,POSTED,
TXN1D3A2AD5BA,BB020,A+,RBC,ISSUE,1.0,2025-06-29 18:12:00,,,,POSTED,ISSUEE2547EEB52
TXNBBFD74C2AB,BB015,O+,Plasma,ISSUE,2.0,2025-06-30 08:06:00,,,,POSTED,ISSUE1DADCD6EC2
TXNFE540563A8,BB005,B-,Platelets,DONATION,1.0,2025-06-30 10:21:00,DONATION1328,,,POSTED,
TXN028734ADCB,BB011,A+,RBC,ISSUE,3.0,2025-06-30 10:28:00,,,,POSTED,ISSUE3F1321887E
TXNC79C6F0FC3,BB005,B-,RBC,DONATION,1.0,2025-06-30 11:27:00,DONATION1328,,,POSTED,
TXNFC37117C49,BB003,AB+,RBC,ISSUE,1.0,2025-06-30 11:29:00,,,,POSTED,ISSUE1004D4A7DE
TXNEC02355035,BB011,A+,Plasma,ISSUE,1.0,2025-06-30 11:51:00,,,,POSTED,ISSUE14246BDF98
TXNA5799A0207,BB005,B-,Plasma,DONATION,1.0,2025-06-30 12:50:00,DONATION1328,,,POSTED,
TXN077913E491,BB009,A+,RBC,ISSUE,2.0,2025-06-30 18:24:00,,,,POSTED,ISSUEB68E956309
TXN9BEB6F05C4,BB011,A+,Plasma,DONATION,3.0,2025-07-01 09:47:00,DONATION0294,,,POSTED,
TXNBFB901C1BE,BB017,O+,RBC,ISSUE,1.0,2025-07-01 12:48:00,,,,POSTED,ISSUEEEB7D4F137
TXN356696D588,BB011,A+,RBC,DONATION,3.0,2025-07-01 14:33:00,DONATION0294,,,POSTED,
TXN857E734DA4,BB011,A+,Platelets,DONATION,3.0,2025-07-01 15:49:00,DONATION0294,,,POSTED,
TXN5452D4281F,BB011,O+,RBC,DONATION,3.0,2025-07-02 14:30:00,DONATION1861,,,POSTED,
TXN9BC38623BA,BB011,O+,Plasma,DONATION,3.0,2025-07-02 17:08:00,DONATION1861,,,POSTED,
TXNCD31CF53B4,BB011,O+,RBC,DONATION,3.0,2025-07-02 17:42:00,DONATION1861,,,POSTED,
TXN9B277A92EE,BB011,O+,Plasma,DONATION,3.0,2025-07-02 17:45:00,DONATION1861,,,POSTED,
TXN465489D3F0,BB001,A-,RBC,DONATION,2.0,2025-07-03 10:53:00,DONATION1539,,,POSTED,
TXN955BC68213,BB011,O+,RBC,ISSUE,2.0,2025-07-03 12:57:00,,,,POSTED,ISSUEC0593C6A43
TXNFEFB542E2E,BB004,O+,RBC,ISSUE,4.0,2025-07-03 14:53:00,,,,POSTED,ISSUE85BF1EDFDD
TXNB6C2BA6FE5,BB001,A-,Plasma,DONATION,2.0,2025-07-03 15:48:00,DONATION1539,,,POSTED,
TXNBD11DF4D14,BB007,O-,RBC,ISSUE,1.0,2025-07-03 18:54:00,,,,POSTED,ISSUECA69300046
TXN7B4BD90A14,BB010,B-,Plasma,DONATION,2.0,2025-07-04 08:48:00,DONATION1762,,,POSTED,
TXN3487A54767,BB010,B-,Platelets,DONATION,2.0,2025-07-04 14:56:00,DONATION1762,,,POSTED,
TXN6498F3C3E1,BB010,B-,RBC,DONATION,2.0,2025-07-04 16:34:00,DONATION1762,,,POSTED,
TXN6EF5CD6626,BB013,O+,RBC,DONATION,1.0,2025-07-05 10:45:00,DONATION1667,,,POSTED,
TXNC6F35ACCD0,BB013,O+,Platelets,DONATION,1.0,2025-07-05 10:53:00,DONATION1667,,,POSTED,
TXN36F40190B9,BB001,A-,RBC,ISSUE,1.0,2025-07-05 10:56:00,,,,POSTED,ISSUE28ABC171E2
TXN0EF1C90FD9,BB012,A-,RBC,DONATION,2.0,2025-07-05 12:12:00,DONATION1264,,,POSTED,
TXN40174AB95D,BB013,A+,RBC,DONATION,1.0,2025-07-05 13:17:00,DONATION0894,,,POSTED,
TXNEDB0905FFB,BB012,A-,Plasma,DONATION,2.0,2025-07-05 13:56:00,DONATION1264,,,POSTED,
TXNFF24E422C2,BB004,A-,RBC,DONATION,1.0,2025-07-05 14:25:00,DONATION1075,,,POSTED,
TXNB047355AFF,BB013,A+,Plasma,DONATION,1.0,2025-07-05 14:38:00,DONATION0894,,,POSTED,
TXN34968278F5,BB004,A-,Platelets,DONATION,1.0,2025-07-05 16:14:00,DONATION1075,,,POSTED,
TXNE08C5D7353,BB013,O+,Plasma,DONATION,1.0,2025-07-05 16:18:00,DONATION1667,,,POSTED,
TXNA0D5B1245D,BB004,A-,Plasma,DONATION,1.0,2025-07-05 18:01:00,DONATION1075,,,POSTED,
TXNF2DCDC3384,BB012,A-,Platelets,DONATION,2.0,2025-07-05 18:13:00,DONATION1264,,,POSTED,
TXN8C6F70A449,BB002,B-,RBC,ISSUE,1.0,2025-07-05 18:53:00,,,,POSTED,ISSUEF1DAA63BE8
TXNA657001FAD,BB004,A-,Platelets,ISSUE,1.0,2025-07-06 09:56:00,,,,POSTED,ISSUEBC213F5CCF
TXN35F12FE12D,BB005,B-,Plasma,ISSUE,1.0,2025-07-06 12:01:00,,,,POSTED,ISSUE27725B5386
TXN841D116036,BB007,O+,RBC,DONATION,2.0,2025-07-06 12:19:00,DONATION1698,,,POSTED,
TXNEDE5966C42,BB007,O+,Plasma,DONATION,2.0,2025-07-06 18:53:00,DONATION1698,,,POSTED,
TXN8ECC70AD44,BB010,B-,Platelets,ISSUE,1.0,2025-07-07 09:45:00,,,,POSTED,ISSUE8EB0F1B18A
TXN7048AB57DE,BB010,AB+,RBC,DONATION,1.0,2025-07-07 14:24:00,DONATION0227,,,POSTED,
TXN5610E118C3,BB010,AB+,Plasma,DONATION,1.0,2025-07-07 18:50:00,DONATION0227,,,POSTED,
TXN0E1487B7D5,BB011,A+,Platelets,ISSUE,3.0,2025-07-08 13:01:00,,,,POSTED,ISSUE9EC54136A4
TXN21046B10B5,BB007,O+,Plasma,DONATION,1.0,2025-07-09 08:36:00,DONATION0696,,,POSTED,
TXN70716B625E,BB007,O+,RBC,DONATION,1.0,2025-07-09 11:51:00,DONATION0696,,,POSTED,
TXN55D8B8D77A,BB013,O+,RBC,ISSUE,1.0,2025-07-09 12:33:00,,,,POSTED,ISSUEF962FB222F
TXNAE3E2CD45D,BB007,O+,Platelets,DONATION,1.0,2025-07-09 12:38:00,DONATION0696,,,POSTED,
TXNBFBCF813E1,BB016,B+,RBC,DONATION,2.0,2025-07-10 09:22:00,DONATION0401,,,POSTED,
TXN3AB69AA421,BB006,AB-,Plasma,DONATION,1.0,2025-07-10 09:36:00,DONATION0885,,,POSTED,
TXN8A5C097406,BB006,AB-,RBC,DONATION,1.0,2025-07-10 09:59:00,DONATION0885,,,POSTED,
TXNCA97B1626B,BB016,B+,Plasma,DONATION,2.0,2025-07-10 11:46:00,DONATION0401,,,POSTED,
TXN67D7C0AEA0,BB001,A+,RBC,DONATION,1.0,2025-07-10 12:15:00,DONATION1976,,,POSTED,
TXN6339B0C0ED,BB001,A+,Plasma,DONATION,1.0,2025-07-10 12:46:00,DONATION1976,,,POSTED,
TXNDE3080E886,BB007,O+,RBC,ISSUE,1.0,2025-07-10 15:34:00,,,,POSTED,ISSUE416BD41177
TXNDB9264F329,BB001,A+,Platelets,DONATION,1.0,2025-07-10 16:07:00,DONATION1976,,,POSTED,
TXN197660D25B,BB008,B-,RBC,DONATION,1.0,2025-07-11 08:39:00,DONATION0269,,,POSTED,
TXNE1F58658EC,BB012,A+,Plasma,DONATION,1.0,2025-07-11 13:52:00,DONATION0365,,,POSTED,
TXNCFA517CFA0,BB008,B-,Plasma,DONATION,1.0,2025-07-11 16:20:00,DONATION0269,,,POSTED,
TXNC0466E5F25,BB012,A+,RBC,DONATION,1.0,2025-07-11 18:50:00,DONATION0365,,,POSTED,
TXNF86B8CAD9F,BB012,A+,Platelets,DONATION,1.0,2025-07-11 18:58:00,DONATION0365,,,POSTED,
TXNC3881BF17C,BB012,A+,Plasma,ISSUE,3.0,2025-07-14 08:59:00,,,,POSTED,ISSUEB721135AE0
TXN319390AED8,BB007,O+,RBC,ISSUE,2.0,2025-07-14 12:58:00,,,,POSTED,ISSUE68ADDF745E
TXN7E403159B2,BB010,AB+,Plasma,EXPIRY,1.0,2025-07-15 18:42:00,,,,POSTED,
TXNBE6522C31F,BB014,O+,Plasma,DONATION,1.0,2025-07-16 09:22:00,DONATION0313,,,POSTED,
TXN21675E5AB4,BB015,O-,RBC,DONATION,1.0,2025-07-16 09:51:00,DONATION1594,,,POSTED,
TXN5D605634FA,BB014,B+,RBC,DONATION,1.0,2025-07-16 10:07:00,DONATION1875,,,POSTED,
TXN930885C4C5,BB015,O-,Plasma,DONATION,1.0,2025-07-16 11:27:00,DONATION1594,,,POSTED,
TXNDEF1789299,BB014,O+,RBC,DONATION,1.0,2025-07-16 11:54:00,DONATION0313,,,POSTED,
TXN2CBB271B66,BB014,B+,Platelets,DONATION,1.0,2025-07-16 12:11:00,DONATION1875,,,POSTED,
TXN4DF242EC02,BB009,B+,Plasma,DONATION,3.0,2025-07-16 12:46:00,DONATION1968,,,POSTED,
TXN57FAE48CD7,BB014,B+,Plasma,DONATION,1.0,2025-07-16 13:05:00,DONATION1875,,,POSTED,
TXNC45B5ABA03,BB019,A+,Plasma,DONATION,1.0,2025-07-16 14:55:00,DONATION1196,,,POSTED,
TXN2AF65191A7,BB019,A+,RBC,DONATION,1.0,2025-07-16 16:22:00,DONATION1196,,,POSTED,
TXN342AE1D3DF,BB009,B+,RBC,DONATION,3.0,2025-07-16 16:55:00,DONATION1968,,,POSTED,
TXN789F105F3F,BB015,O-,Platelets,DONATION,1.0,2025-07-16 18:25:00,DONATION1594,,,POSTED,
TXN439BEF6C73,BB006,AB-,Plasma,ISSUE,1.0,2025-07-17 13:14:00,,,,POSTED,ISSUE1774557A7F
TXN0A98D13AC3,BB002,A+,Platelets,DONATION,1.0,2025-07-17 14:00:00,DONATION0266,,,POSTED,
TXN84ACCE9FE9,BB002,A+,RBC,DONATION,1.0,2025-07-17 14:54:00,DONATION0266,,,POSTED,
TXN01C199108B,BB005,A+,RBC,DONATION,1.0,2025-07-17 16:18:00,DONATION1277,,,POSTED,
TXN3724A1D19B,BB002,A+,Plasma,DONATION,1.0,2025-07-17 16:23:00,DONATION0266,,,POSTED,
TXN293A3DA1D1,BB005,A+,Plasma,DONATION,1.0,2025-07-17 16:44:00,DONATION1277,,,POSTED,
TXNF69C142C81,BB005,A+,Platelets,DONATION,1.0,2025-07-17 17:11:00,DONATION1277,,,POSTED,
TXN14EC3B773A,BB003,B-,Plasma,DONATION,1.0,2025-07-18 09:36:00,DONATION0667,,,POSTED,
TXN991516B388,BB009,O+,Plasma,DONATION,1.0,2025-07-18 12:40:00,DONATION0742,,,POSTED,
TXNA39AA10898,BB003,B-,RBC,DONATION,1.0,2025-07-18 12:48:00,DONATION0667,,,POSTED,
TXN1A89DDDB24,BB002,A+,RBC,ISSUE,3.0,2025-07-18 14:25:00,,,,POSTED,ISSUE84AA3D9D45
TXN7F6D1E6A4C,BB009,O+,RBC,DONATION,1.0,2025-07-18 14:32:00,DONATION0742,,,POSTED,
TXNA0BCC2FC4F,BB003,B-,Platelets,DONATION,1.0,2025-07-18 16:11:00,DONATION0667,,,POSTED,
TXN22B57A2557,BB011,O+,Platelets,DONATION,2.0,2025-07-19 11:04:00,DONATION0791,,,POSTED,
TXN6D6F79E599,BB011,O+,Plasma,DONATION,2.0,2025-07-19 13:20:00,DONATION0791,,,POSTED,
TXN55D809D9DB,BB011,O+,RBC,DONATION,2.0,2025-07-19 14:44:00,DONATION0791,,,POSTED,
TXN24D6DDBAC9,BB009,O+,RBC,ISSUE,5.0,2025-07-21 10:25:00,,,,POSTED,ISSUE4FA76E1E66
TXNB946B1A655,BB006,B+,Plasma,DONATION,1.0,2025-07-21 13:45:00,DONATION1025,,,POSTED,
TXNC70C701103,BB006,B+,RBC,DONATION,1.0,2025-07-21 16:55:00,DONATION1025,,,POSTED,
TXN732D657569,BB012,A+,RBC,ISSUE,3.0,2025-07-21 18:39:00,,,,POSTED,ISSUE1433A91421
TXNBE4D0093C6,BB015,O-,Platelets,ISSUE,1.0,2025-07-22 08:15:00,,,,POSTED,ISSUE0F36D17070
TXN28D8CBD5DD,BB007,O+,RBC,DONATION,1.0,2025-07-23 10:42:00,DONATION1492,,,POSTED,
TXN5CA5716AEF,BB009,B+,Plasma,ISSUE,1.0,2025-07-23 11:53:00,,,,POSTED,ISSUE79A02802B9
TXN94FB8D62EF,BB003,B-,Platelets,EXPIRY,1.0,2025-07-23 14:13:00,,,,POSTED,
TXN82BFC1F954,BB009,A-,Plasma,DONATION,2.0,2025-07-23 14:17:00,DONATION1777,,,POSTED,
TXN2B773FFA66,BB009,A-,Platelets,DONATION,2.0,2025-07-23 15:37:00,DONATION1777,,,POSTED,
TXNC9AD33FCA7,BB009,A-,RBC,DONATION,2.0,2025-07-23 17:32:00,DONATION1777,,,POSTED,
TXN9723999F2A,BB007,O+,Plasma,DONATION,1.0,2025-07-23 18:04:00,DONATION1492,,,POSTED,
TXNA790C16B7D,BB014,B+,RBC,ISSUE,1.0,2025-07-24 10:25:00,,,,POSTED,ISSUE1C5EFF703A
TXN975AC73E51,BB003,B-,RBC,ISSUE,1.0,2025-07-24 11:58:00,,,,POSTED,ISSUE64DF03CD1D
TXN62E41229B7,BB015,O-,Plasma,ISSUE,1.0,2025-07-25 13:57:00,,,,POSTED,ISSUEE96D529E02
TXN6068A2447E,BB014,O+,Plasma,ISSUE,3.0,2025-07-25 14:57:00,,,,POSTED,ISSUE39147AF170
TXNECC4B1DF32,BB005,A+,Platelets,ISSUE,2.0,2025-07-26 14:41:00,,,,POSTED,ISSUE7F70314E61
TXNFBDE208E1C,BB017,B-,Plasma,EXPIRY,1.0,2025-07-27 10:03:00,,,,POSTED,
TXN09B6A08EE3,BB008,O+,Plasma,DONATION,1.0,2025-07-27 10:39:00,DONATION1534,,,POSTED,
TXN636F916A6D,BB008,O+,Platelets,DONATION,1.0,2025-07-27 12:00:00,DONATION1534,,,POSTED,
TXNDEC8D2F205,BB008,O+,RBC,DONATION,1.0,2025-07-27 12:16:00,DONATION1534,,,POSTED,
TXN05856BE714,BB001,A+,RBC,DONATION,1.0,2025-07-27 13:14:00,DONATION0340,,,POSTED,
TXN960D68E806,BB001,A+,Plasma,DONATION,1.0,2025-07-27 13:49:00,DONATION0340,,,POSTED,
TXNE48E60BCCE,BB001,A+,Platelets,DONATION,1.0,2025-07-27 16:40:00,DONATION0340,,,POSTED,
