issue_id,blood_bank_id,blood_group,component_type,units,issue_date,hospital_id
ISSUE2013A0303E,BB005,O+,Plasma,1,2025-12-04,HOSP008
ISSUE3FDB10056A,BB005,O+,Platelets,3,2022-10-04,HOSP007
ISSUE4B8A818B84,BB005,O+,Platelets,4,2024-03-05,HOSP012
ISSUE668679BDCA,BB005,O+,Platelets,2,2025-08-30,HOSP011
ISSUED59351C3CD,BB005,O+,Platelets,1,2025-03-17,HOSP008
ISSUE5FC3F11172,BB005,O+,Platelets,2,2025-03-02,HOSP012
ISSUED83167A249,BB005,O+,Platelets,1,2023-05-05,HOSP004
ISSUE6974511D7B,BB005,O+,Platelets,1,2023-12-07,HOSP007
ISSUE990021F15E,BB005,O+,Platelets,2,2021-07-23,HOSP001
ISSUE0E82E55B5C,BB016,A+,Platelets,1,2026-05-28,HOSP010
ISSUEFB60E87818,BB016,A+,Platelets,1,2025-04-19,HOSP010
ISSUEB5A8BA06F0,BB016,A+,Platelets,1,2026-04-30,HOSP003
ISSUE3D212AB6A8,BB015,B-,RBC,1,2026-05-17,HOSP005
ISSUED324333AD4,BB015,B-,RBC,1,2025-08-24,HOSP011
ISSUE1D09F2138A,BB015,B-,Plasma,1,2024-06-05,HOSP006
ISSUEB9492BE8EB,BB009,B+,RBC,4,2023-04-18,HOSP004
ISSUEC1AAFBB888,BB009,B+,RBC,4,2026-01-04,HOSP004
ISSUEA2882AAE83,BB009,B+,RBC,3,2026-04-07,HOSP006
ISSUEB5AF30FD0F,BB009,B+,RBC,1,2024-09-10,HOSP005
ISSUEF6FA38A4D5,BB009,B+,RBC,2,2024-08-29,HOSP008
ISSUEDFE773217B,BB009,B+,RBC,1,2026-07-26,HOSP006
ISSUEB2F242C068,BB009,B+,RBC,1,2022-08-10,HOSP004
ISSUE0356E053C3,BB009,B+,RBC,2,2025-06-21,HOSP003
ISSUE716BBDC475,BB009,B+,Plasma,2,2023-04-20,HOSP011
ISSUEE2627D194B,BB009,B+,Plasma,3,2026-01-09,HOSP003
ISSUEA6AE83D54C,BB009,B+,Plasma,3,2023-12-06,HOSP004
ISSUE3F23B0D3B3,BB009,B+,Plasma,3,2024-12-01,HOSP010
ISSUE27F134603D,BB009,B+,Plasma,3,2026-05-08,HOSP007
ISSUE0511A8F3A4,BB009,B+,Plasma,1,2025-09-17,HOSP005
ISSUED1F470E173,BB009,B+,Plasma,2,2023-10-04,HOSP002
ISSUEE4E198EDF9,BB009,B+,Plasma,2,2026-04-17,HOSP004
ISSUE79A02802B9,BB009,B+,Plasma,1,2025-07-23,HOSP004
ISSUEFC3914877A,BB009,B+,Platelets,1,2026-01-08,HOSP007
ISSUECA2CB4D31A,BB009,B+,Platelets,1,2025-03-24,HOSP005
ISSUE227A43777A,BB004,O+,RBC,2,2025-12-08,HOSP002
ISSUE85BF1EDFDD,BB004,O+,RBC,4,2025-07-03,HOSP001
ISSUE77142719A6,BB004,O+,RBC,2,2022-02-15,HOSP003
ISSUE9B8A463849,BB004,O+,RBC,1,2026-07-04,HOSP012
ISSUE3803A467A0,BB004,O+,RBC,3,2024-05-07,HOSP007
ISSUE69F4ED0913,BB004,O+,RBC,3,2026-04-16,HOSP011
ISSUE1EB52C677B,BB004,O+,RBC,2,2023-11-13,HOSP008
ISSUEE06A25A3ED,BB004,O+,RBC,1,2026-03-19,HOSP010
ISSUECFE271F332,BB004,O+,Plasma,3,2026-06-15,HOSP011
ISSUE994CB8AD93,BB004,O+,Plasma,4,2026-05-18,HOSP010
ISSUE977BB4549A,BB004,O+,Plasma,1,2026-06-09,HOSP011
ISSUE8B2D8E0185,BB004,O+,Plasma,3,2023-10-17,HOSP012
ISSUE7FB2F610DC,BB004,O+,Platelets,1,2026-05-09,HOSP012
ISSUE6FA162066D,BB004,O+,Platelets,2,2024-05-08,HOSP009
ISSUEDBE5462BBC,BB004,O+,Platelets,2,2026-06-07,HOSP006
ISSUE16E3638929,BB001,O+,RBC,2,2023-12-13,HOSP012
ISSUE488B8F07D3,BB001,O+,RBC,3,2026-02-20,HOSP008
ISSUE8FF07F5383,BB001,O+,RBC,3,2024-04-15,HOSP002
ISSUEBEF61CF4E3,BB001,O+,RBC,4,2026-03-18,HOSP009
ISSUE07880850D1,BB001,O+,RBC,3,2024-08-06,HOSP004
ISSUE6DDA37A3AB,BB001,O+,RBC,2,2026-08-09,HOSP007
ISSUE551210210A,BB001,O+,Plasma,4,2025-12-18,HOSP001
ISSUEDE0894D824,BB001,O+,Plasma,2,2023-12-13,HOSP004
ISSUE4D93B2FBCB,BB001,O+,Plasma,2,2025-06-06,HOSP001
ISSUE0594B9ED1F,BB001,O+,Plasma,3,2026-06-26,HOSP004
ISSUE2EAC8E91B5,BB003,O+,RBC,5,2025-12-22,HOSP010
ISSUE006A240967,BB003,O+,RBC,2,2025-02-10,HOSP006
ISSUEB0B982154F,BB003,O+,RBC,3,2026-07-27,HOSP001
ISSUED4083105E6,BB003,O+,RBC,1,2025-05-31,HOSP008
ISSUEE11FD793C6,BB003,O+,RBC,2,2026-07-30,HOSP012
ISSUEEDA6A8AFB9,BB003,O+,RBC,2,2023-12-08,HOSP012
ISSUECD7DF5F1E8,BB003,O+,RBC,1,2022-03-19,HOSP008
ISSUEABAE4613F8,BB003,O+,RBC,2,2023-06-24,HOSP009
ISSUE063A27E53C,BB003,O+,RBC,2,2025-09-13,HOSP002
ISSUEDC24D82D32,BB003,O+,Plasma,5,2025-12-05,HOSP003
ISSUE65926700B6,BB003,O+,Plasma,2,2024-02-22,HOSP007
ISSUE22B5CAE55D,BB003,O+,Plasma,2,2026-07-30,HOSP005
ISSUEB2D05E4309,BB003,O+,Plasma,2,2025-02-12,HOSP006
ISSUE6CBF1FEEC5,BB003,O+,Plasma,3,2025-06-13,HOSP009
ISSUEB2B2FBB8BE,BB003,O+,Plasma,1,2026-05-30,HOSP006
ISSUEA94DB11DB3,BB003,O+,Plasma,1,2023-06-29,HOSP006
ISSUE024FB798F3,BB003,O+,Plasma,2,2026-02-18,HOSP002
ISSUECEE21C34FE,BB003,O+,Plasma,2,2025-09-10,HOSP010
ISSUEE72ABB82E0,BB013,AB+,Plasma,3,2023-01-11,HOSP002
ISSUE6540DA8EEA,BB013,AB+,Plasma,1,2025-12-20,HOSP002
ISSUE64D1ACD7EA,BB003,O+,Platelets,1,2025-12-04,HOSP004
ISSUE94876C912A,BB003,O+,Platelets,1,2026-06-05,HOSP007
ISSUE8C02569457,BB003,O+,Platelets,2,2025-05-12,HOSP011
ISSUEB2D62DFBB4,BB003,O+,Platelets,1,2025-02-13,HOSP010
ISSUE0B22285E7B,BB001,A+,RBC,2,2025-02-25,HOSP004
ISSUEF633EEDAA2,BB001,A+,RBC,3,2026-07-26,HOSP006
ISSUE87746CD2DE,BB001,A+,RBC,3,2025-08-01,HOSP012
ISSUE5409AABD93,BB001,A+,RBC,1,2024-09-18,HOSP010
ISSUE395D6B4E11,BB001,A+,RBC,2,2025-09-23,HOSP009
ISSUEB0B4883DE0,BB001,A+,Plasma,1,2026-06-07,HOSP003
ISSUE28406D53ED,BB001,A+,Plasma,3,2025-08-05,HOSP010
ISSUEBCFC46310D,BB001,A+,Plasma,2,2026-08-01,HOSP012
ISSUE26EBA5A6E3,BB001,A+,Plasma,3,2025-10-30,HOSP006
ISSUE2C133DC0FB,BB001,A+,Plasma,2,2025-09-20,HOSP010
ISSUEBBF41EA762,BB001,A+,Plasma,1,2024-04-14,HOSP001
ISSUEB6E6A310D3,BB001,A+,Plasma,2,2025-05-17,HOSP008
ISSUE7D5E2E0C4D,BB001,A+,Plasma,1,2022-05-11,HOSP008
ISSUE606723940D,BB012,O+,RBC,2,2021-12-04,HOSP008
ISSUE8072E16C3B,BB012,O+,RBC,5,2025-11-09,HOSP012
ISSUE0AD5A470B3,BB012,O+,RBC,2,2021-08-30,HOSP002
ISSUE68655B7119,BB012,O+,RBC,3,2025-12-15,HOSP008
ISSUE56F6A027EC,BB012,O+,RBC,1,2026-06-18,HOSP004
ISSUE25DAB2E6AD,BB012,O+,RBC,1,2026-02-01,HOSP010
ISSUE6064F183FD,BB012,O+,RBC,3,2025-10-16,HOSP006
ISSUE8E89B3BCF8,BB012,O+,RBC,1,2024-08-02,HOSP011
ISSUEBCC6297C33,BB012,O+,Plasma,3,2025-06-07,HOSP012
ISSUE5EA7B57BC4,BB012,O+,Plasma,4,2023-10-22,HOSP005
ISSUE8139209A78,BB012,O+,Plasma,1,2025-12-19,HOSP011
ISSUE3171B6CED2,BB012,O+,Plasma,3,2026-06-13,HOSP006
ISSUE8ABEB18C6D,BB012,O+,Plasma,3,2026-07-17,HOSP001
ISSUE54A790257F,BB012,O+,Plasma,2,2025-09-04,HOSP001
ISSUE59343FA2D3,BB012,O+,Plasma,2,2026-04-05,HOSP011
ISSUEA1C986D178,BB012,O+,Plasma,1,2023-05-25,HOSP006
ISSUEF1F50E1512,BB012,O+,Platelets,3,2021-08-25,HOSP003
ISSUE825EA98D20,BB012,O+,Platelets,1,2026-06-15,HOSP008
ISSUEB476756FBC,BB012,O+,Platelets,1,2025-09-06,HOSP007
ISSUEE27232B127,BB019,O-,RBC,1,2024-06-24,HOSP009
ISSUED753EEA8F6,BB019,O-,RBC,1,2026-02-05,HOSP012
ISSUE8ECF0D09E5,BB019,O-,Platelets,1,2026-07-22,HOSP009
ISSUE4FF6CBE1EE,BB017,A-,RBC,1,2023-11-08,HOSP004
ISSUED73058EBE3,BB017,A-,RBC,1,2026-08-02,HOSP007
ISSUE23F1099B0F,BB017,A-,Plasma,1,2023-11-02,HOSP011
ISSUEC7E939BA51,BB005,AB+,Platelets,1,2026-04-17,HOSP012
ISSUE71FDB27C8B,BB015,B+,RBC,2,2026-02-07,HOSP011
ISSUEA6E98A0EE7,BB015,B+,RBC,1,2026-07-04,HOSP001
ISSUEBAADBDFAAB,BB015,B+,RBC,1,2026-01-01,HOSP003
ISSUE38243308B1,BB015,B+,RBC,2,2026-04-07,HOSP003
ISSUE889D87D506,BB015,B+,Plasma,3,2024-11-05,HOSP012
ISSUEA6CF63B39C,BB015,B+,Plasma,2,2023-11-23,HOSP003
ISSUE1B0933D67A,BB015,B+,Plasma,2,2026-06-07,HOSP008
ISSUE056B00FA49,BB015,B+,Plasma,2,2026-06-01,HOSP010
ISSUE815F370E16,BB015,B+,Plasma,2,2024-07-01,HOSP010
ISSUE3436EE9AFA,BB015,B+,Plasma,1,2026-03-05,HOSP002
ISSUEB5C03D9C95,BB017,B+,RBC,5,2026-06-06,HOSP006
ISSUEE61ADB422B,BB017,B+,RBC,2,2025-01-13,HOSP009
ISSUE457BB4631C,BB017,B+,RBC,1,2026-08-01,HOSP004
ISSUE1006D013E6,BB017,B+,RBC,3,2026-02-05,HOSP006
ISSUE7168093BF2,BB017,B+,RBC,1,2024-10-12,HOSP010
ISSUEC9DB7DBA08,BB017,B+,Plasma,4,2026-05-17,HOSP006
ISSUE9D4705CC7C,BB017,B+,Plasma,4,2025-09-24,HOSP009
ISSUEAC5E988AA6,BB017,B+,Plasma,4,2023-12-19,HOSP011
ISSUE01EF9819B8,BB017,B+,Plasma,3,2025-09-03,HOSP001
ISSUEFEC087286A,BB017,B+,Plasma,1,2025-11-10,HOSP003
ISSUE13D5922AC0,BB017,B+,Plasma,2,2023-04-16,HOSP001
ISSUE9A0C70A821,BB017,B+,Plasma,1,2025-10-04,HOSP006
ISSUE4894549915,BB017,B+,Plasma,1,2024-10-05,HOSP012
ISSUE9BA1B22CDA,BB017,B+,Plasma,1,2026-04-02,HOSP011
ISSUEA3B7A5DA0B,BB017,B+,Plasma,1,2025-09-09,HOSP011
ISSUEF61A5C4DA1,BB009,O+,RBC,5,2022-06-11,HOSP003
ISSUE3EB3EDA761,BB009,O+,RBC,3,2021-08-26,HOSP009
ISSUE4FA76E1E66,BB009,O+,RBC,5,2025-07-21,HOSP004
ISSUE177C874ACC,BB009,O+,RBC,2,2023-07-24,HOSP006
ISSUE5913B30165,BB009,O+,RBC,2,2026-04-22,HOSP003
ISSUEE88BD422B9,BB009,O+,RBC,4,2024-10-09,HOSP001
ISSUEEDE0759EBE,BB009,O+,RBC,1,2025-12-02,HOSP012
ISSUEEFE8846ABB,BB009,O+,RBC,2,2026-03-11,HOSP010
ISSUE532250ACAC,BB009,O+,RBC,2,2026-06-28,HOSP008
ISSUE9A398C7C90,BB009,O+,RBC,1,2025-09-20,HOSP012
ISSUEBCDB08B24E,BB009,O+,RBC,1,2026-06-22,HOSP008
ISSUE0EEA4D4E6C,BB009,O+,Plasma,4,2021-07-14,HOSP001
ISSUEE465FE0168,BB009,O+,Plasma,4,2025-09-28,HOSP001
ISSUE1BB78705D4,BB009,O+,Plasma,2,2021-08-25,HOSP001
ISSUE2F3B945F91,BB009,O+,Plasma,2,2024-02-23,HOSP008
ISSUE6E7E62ECD0,BB009,O+,Plasma,2,2026-07-05,HOSP004
ISSUE2800A382D0,BB009,O+,Plasma,2,2026-06-04,HOSP002
ISSUEB322D96DD2,BB009,O+,Plasma,4,2026-04-26,HOSP004
ISSUECBCF960EB5,BB009,O+,Plasma,2,2024-10-08,HOSP006
ISSUE331F8D35AB,BB009,O+,Plasma,2,2026-03-08,HOSP006
ISSUE4ED2DA79A9,BB009,O+,Plasma,3,2024-01-26,HOSP002
ISSUE115DDB12B2,BB009,O+,Plasma,2,2025-09-18,HOSP006
ISSUEB134581561,BB009,O+,Plasma,1,2024-03-21,HOSP006
ISSUEA5AF0D9EF8,BB009,O+,Plasma,1,2025-04-23,HOSP010
ISSUE2C2F471039,BB009,O+,Platelets,4,2022-06-07,HOSP008
ISSUED29A484770,BB009,O+,Platelets,4,2025-09-28,HOSP002
ISSUE19F8DF10D3,BB009,O+,Platelets,3,2022-04-04,HOSP005
ISSUE90130B2D0D,BB009,O+,Platelets,2,2025-02-06,HOSP001
ISSUEB70EBB712A,BB009,O+,Platelets,3,2024-10-08,HOSP008
ISSUE5605A18B66,BB009,O+,Platelets,3,2025-11-28,HOSP010
ISSUE6B40D8EA68,BB009,O+,Platelets,2,2026-03-06,HOSP004
ISSUEC9D42922E5,BB009,O+,Platelets,1,2026-06-29,HOSP001
ISSUE94EAF7B08F,BB009,O+,Platelets,1,2025-09-17,HOSP011
ISSUE2D46E84C84,BB019,A+,Platelets,3,2025-09-20,HOSP002
ISSUECDB16E7FA7,BB019,A+,Platelets,2,2026-05-04,HOSP003
ISSUE600CA29937,BB019,A+,Platelets,1,2026-04-25,HOSP006
ISSUEC1CDB932A0,BB019,A+,Platelets,1,2026-03-31,HOSP011
ISSUE0F52C63A9F,BB019,A+,Platelets,1,2026-07-12,HOSP001
ISSUEBD2D89BDD9,BB019,A+,Platelets,1,2023-04-19,HOSP009
ISSUEAB8DD8182A,BB019,A+,Platelets,2,2023-10-22,HOSP003
ISSUE1731CB5C7F,BB017,A+,RBC,4,2026-04-27,HOSP006
ISSUE46835E416A,BB017,A+,RBC,2,2022-07-25,HOSP009
ISSUE2F255116CF,BB017,A+,RBC,2,2025-11-04,HOSP002
ISSUE4A9297726C,BB017,A+,RBC,1,2026-03-21,HOSP011
ISSUEA5AB1DEE4D,BB017,A+,RBC,2,2026-02-16,HOSP003
ISSUE5FDC143079,BB017,A+,RBC,1,2022-03-04,HOSP011
ISSUEBFC6C0BFE9,BB017,A+,RBC,1,2026-01-06,HOSP012
ISSUED788EC62C6,BB017,A+,RBC,1,2025-10-06,HOSP004
ISSUE357F6D3763,BB017,A+,RBC,1,2025-04-11,HOSP006
ISSUEBABAC6E4F5,BB017,A+,Plasma,4,2026-04-22,HOSP012
ISSUEB96EC2654E,BB017,A+,Plasma,2,2022-07-29,HOSP003
ISSUE1BC2B93436,BB017,A+,Plasma,3,2026-08-08,HOSP007
ISSUEACB6B6E039,BB017,A+,Plasma,1,2026-05-06,HOSP011
ISSUE2312929809,BB017,A+,Plasma,1,2025-11-02,HOSP002
ISSUE2384972934,BB017,A+,Plasma,2,2022-03-01,HOSP005
ISSUEF724DFF8FB,BB017,A+,Plasma,1,2024-04-25,HOSP005
ISSUE27631411E3,BB017,A+,Plasma,1,2026-01-06,HOSP003
ISSUE6B438A5824,BB015,B+,Platelets,2,2026-04-07,HOSP001
ISSUE6FA7A12527,BB005,B+,RBC,3,2025-11-28,HOSP003
ISSUE3CBD28A182,BB005,B+,RBC,2,2026-06-08,HOSP001
ISSUEB5917FFB41,BB005,B+,RBC,3,2025-06-08,HOSP004
ISSUEBB94D746A2,BB005,B+,Plasma,1,2025-11-23,HOSP004
ISSUEEB32565E1D,BB005,B+,Plasma,3,2025-09-08,HOSP008
ISSUEB90DEF72D8,BB005,B+,Plasma,2,2026-01-28,HOSP001
ISSUEB092327254,BB005,B+,Plasma,2,2025-08-28,HOSP001
ISSUE58819F24AE,BB001,B+,Platelets,1,2026-03-15,HOSP005
ISSUE30B4C19B60,BB001,B+,Platelets,2,2025-09-01,HOSP007
ISSUEF44EAFBE18,BB005,O-,RBC,1,2024-03-12,HOSP002
ISSUE8A3A64BA95,BB005,O-,RBC,2,2022-08-31,HOSP009
ISSUEE161A45291,BB005,O-,RBC,1,2025-12-11,HOSP006
ISSUE54A78FE713,BB005,O-,Plasma,2,2024-03-19,HOSP007
ISSUEF9DB85C24C,BB005,O-,Plasma,2,2023-08-19,HOSP006
ISSUE2FE20DB985,BB005,O-,Plasma,1,2025-12-09,HOSP011
ISSUEBFFB2C67EB,BB005,O-,Plasma,1,2024-03-18,HOSP010
ISSUE5758DB8908,BB014,O-,RBC,3,2025-09-09,HOSP003
ISSUEDA5D183135,BB014,O-,RBC,1,2024-06-07,HOSP006
ISSUE591DD2A884,BB014,O-,Plasma,1,2023-02-22,HOSP012
ISSUE998141B5D9,BB014,O-,Plasma,3,2025-01-20,HOSP008
ISSUE341F6672F2,BB014,O-,Plasma,1,2025-09-05,HOSP007
ISSUE04F173471C,BB014,O-,Plasma,3,2026-06-30,HOSP004
ISSUE03DE40048D,BB014,O-,Plasma,1,2024-06-07,HOSP011
ISSUECA6EF1EB87,BB012,A+,RBC,3,2026-05-12,HOSP006
ISSUE68DF9DCBCE,BB012,A+,RBC,2,2025-11-05,HOSP007
ISSUE1433A91421,BB012,A+,RBC,3,2025-07-21,HOSP008
ISSUEF725AFA5E8,BB012,A+,RBC,3,2026-03-08,HOSP007
ISSUEC2478CEE07,BB012,A+,RBC,2,2025-04-11,HOSP006
ISSUE14A37F535F,BB012,A+,RBC,2,2026-04-09,HOSP002
ISSUE769157B01D,BB012,A+,RBC,2,2026-04-07,HOSP004
ISSUE6783743631,BB012,A+,Plasma,3,2026-05-15,HOSP012
ISSUEB721135AE0,BB012,A+,Plasma,3,2025-07-14,HOSP011
ISSUE4418533F05,BB012,A+,Plasma,2,2024-09-19,HOSP012
ISSUECA5AF6FF2B,BB012,A+,Plasma,3,2026-03-02,HOSP008
ISSUE41E00896C8,BB012,A+,Plasma,1,2025-08-31,HOSP002
ISSUE830CE577C5,BB012,A+,Plasma,2,2023-11-18,HOSP001
ISSUED505EAC68C,BB012,A+,Plasma,1,2025-10-12,HOSP003
ISSUEDA6329B715,BB012,A+,Platelets,1,2026-03-03,HOSP012
ISSUE1E10C5175F,BB012,A+,Platelets,2,2026-07-19,HOSP012
ISSUE2DD40D32F7,BB003,B-,RBC,1,2025-04-24,HOSP007
ISSUE64DF03CD1D,BB003,B-,RBC,1,2025-07-24,HOSP009
ISSUE788A6E918A,BB003,B-,RBC,1,2026-03-27,HOSP010
ISSUE06CD3AA637,BB003,B-,RBC,1,2025-04-19,HOSP005
ISSUEFA0472D1F6,BB003,B-,Plasma,1,2025-04-18,HOSP003
ISSUEA45B7C1746,BB003,B-,Plasma,1,2025-12-21,HOSP010
ISSUE962E161270,BB003,B-,Plasma,1,2024-10-13,HOSP004
ISSUEB44DE36D15,BB003,B-,Plasma,1,2025-12-18,HOSP004
ISSUEBFFE732346,BB011,B+,RBC,3,2026-03-01,HOSP003
ISSUE612CD45C9A,BB011,B+,RBC,2,2024-08-25,HOSP006
ISSUEE66BB98D76,BB011,B+,RBC,2,2025-11-15,HOSP001
ISSUE221D3AAAA5,BB011,B+,RBC,1,2021-06-05,HOSP010
ISSUE0B262268D2,BB011,B+,Plasma,2,2022-08-31,HOSP002
ISSUEABE0C49307,BB011,B+,Plasma,2,2024-08-20,HOSP012
ISSUEA59F99C6B2,BB011,B+,Platelets,1,2025-11-23,HOSP005
ISSUEC63AB55AF6,BB018,A+,Platelets,1,2025-06-17,HOSP008
ISSUEC862395FCD,BB018,A+,Platelets,4,2023-04-25,HOSP005
ISSUEE7C6FB7F29,BB018,A+,Platelets,3,2026-08-02,HOSP010
ISSUE3D5D7B45C8,BB019,B-,RBC,1,2024-09-08,HOSP007
ISSUE6B322D54B9,BB019,B-,RBC,2,2022-03-18,HOSP003
ISSUE121E02E9E9,BB019,B-,Plasma,1,2024-09-10,HOSP003
ISSUE0CE84BA804,BB019,B-,Plasma,1,2025-10-16,HOSP011
ISSUEAAB2D46DFF,BB013,A+,Platelets,3,2023-06-16,HOSP005
ISSUEDEA2C667BD,BB013,A+,Platelets,4,2024-07-15,HOSP005
ISSUEB3647EC936,BB013,A+,Platelets,2,2023-06-15,HOSP008
ISSUEB1AC03D4A6,BB013,A+,Platelets,1,2025-12-27,HOSP001
ISSUE872F18218B,BB001,AB+,RBC,1,2026-05-29,HOSP005
ISSUE5BD345576A,BB001,AB+,RBC,1,2026-01-21,HOSP011
ISSUE135DE1E262,BB001,AB+,RBC,1,2024-04-20,HOSP012
ISSUE5631D718DE,BB001,AB+,RBC,1,2026-03-14,HOSP005
ISSUE5D5A2F30AB,BB001,AB+,RBC,1,2022-12-07,HOSP004
ISSUE69815F2E03,BB001,AB+,Plasma,1,2024-12-31,HOSP012
ISSUEA6347FA008,BB001,AB+,Plasma,1,2023-05-18,HOSP004
ISSUE4497FFB232,BB001,O+,Platelets,2,2024-06-20,HOSP005
ISSUE67FCC3C755,BB001,O+,Platelets,2,2026-07-16,HOSP008
ISSUE6564345CCE,BB002,B+,RBC,2,2021-05-22,HOSP009
ISSUED23712870B,BB002,B+,RBC,2,2022-12-20,HOSP008
ISSUE7F42C406D0,BB002,B+,RBC,1,2024-09-13,HOSP005
ISSUEED937A0555,BB002,B+,RBC,1,2023-04-09,HOSP008
ISSUE33F7734E5F,BB002,B+,RBC,1,2025-05-02,HOSP001
ISSUE065C1446B8,BB002,B+,Plasma,1,2021-05-21,HOSP007
ISSUE781E551789,BB002,B+,Plasma,1,2023-08-09,HOSP005
ISSUE7296158191,BB002,B+,Plasma,2,2025-11-04,HOSP010
ISSUEDBB979C091,BB002,B+,Plasma,2,2024-07-02,HOSP006
ISSUEAC9A00D62A,BB002,B+,Plasma,1,2024-06-23,HOSP012
ISSUE422723C799,BB002,B+,Plasma,1,2022-02-10,HOSP008
ISSUE641F6A69DB,BB002,B+,Plasma,1,2024-09-14,HOSP003
ISSUEE9697DFCC8,BB002,B+,Plasma,1,2023-04-14,HOSP002
ISSUE971311E8FE,BB002,B+,Platelets,2,2024-09-15,HOSP003
ISSUE8222519E46,BB002,B+,Platelets,1,2025-03-04,HOSP002
ISSUEF7315511D7,BB011,O-,RBC,2,2026-02-06,HOSP004
ISSUE6DBA6526B6,BB011,O-,Plasma,2,2026-01-24,HOSP007
ISSUE2231182671,BB011,O-,Plasma,2,2023-09-26,HOSP004
ISSUE300FF574F9,BB011,O-,Platelets,1,2026-01-25,HOSP002
ISSUE36508D8446,BB011,O-,Platelets,1,2026-02-05,HOSP008
ISSUE231BE5E856,BB004,A+,RBC,6,2025-04-18,HOSP005
ISSUE39E5936AA2,BB004,A+,RBC,2,2025-09-20,HOSP004
ISSUE61DE0949EF,BB004,A+,Plasma,5,2022-10-24,HOSP012
ISSUE3699EC7F42,BB004,A+,Plasma,4,2025-08-29,HOSP005
ISSUEC268663F1A,BB004,A+,Plasma,4,2023-07-05,HOSP002
ISSUE20B8A05A66,BB004,A+,Plasma,3,2025-01-29,HOSP011
ISSUED09E694B83,BB004,A+,Plasma,1,2026-05-25,HOSP002
ISSUE80FB28C62E,BB008,A-,RBC,1,2025-09-21,HOSP011
ISSUEF174A0E177,BB008,A-,RBC,1,2023-07-28,HOSP010
ISSUEEF7C9E4EE1,BB008,A-,Plasma,1,2025-09-21,HOSP010
ISSUEBD2B251381,BB002,A-,RBC,1,2025-09-05,HOSP010
ISSUE3254E34D2C,BB002,A-,RBC,1,2026-05-10,HOSP012
ISSUE42B27C609A,BB002,A-,RBC,1,2025-02-05,HOSP004
ISSUE99C7DCF6C4,BB002,A-,Plasma,1,2025-09-01,HOSP003
ISSUED4575FAC36,BB002,A-,Plasma,1,2025-02-11,HOSP004
ISSUEFFB8BF4425,BB002,A-,Plasma,1,2025-10-30,HOSP008
ISSUEC7F10C5619,BB003,B+,RBC,6,2021-09-25,HOSP006
ISSUE1FC6765455,BB003,B+,RBC,4,2023-01-07,HOSP012
ISSUE9196BAC400,BB003,B+,RBC,3,2023-10-20,HOSP005
ISSUEE132554E67,BB003,B+,RBC,1,2024-10-22,HOSP010
ISSUED7C99DB273,BB003,B+,RBC,3,2024-10-14,HOSP004
ISSUE88BC1E0AFB,BB003,B+,Plasma,3,2025-10-24,HOSP008
ISSUEF918B3C33A,BB003,B+,Plasma,5,2023-01-05,HOSP003
ISSUE7C50122A4D,BB003,B+,Plasma,2,2024-05-18,HOSP004
ISSUE0E308A4C6E,BB003,B+,Plasma,4,2025-12-26,HOSP005
ISSUEFD154EBBC5,BB003,B+,Plasma,2,2026-06-07,HOSP007
ISSUEAFF2A930F4,BB003,B+,Plasma,1,2023-10-20,HOSP007
ISSUEC7BE7A4D2E,BB003,B+,Plasma,3,2024-10-18,HOSP001
ISSUED49594FC22,BB003,B+,Plasma,3,2024-06-24,HOSP006
ISSUE9A31F998A0,BB003,B+,Platelets,3,2026-04-04,HOSP006
ISSUE7FB94CB73D,BB003,B+,Platelets,2,2026-05-01,HOSP004
ISSUED6D1F38D5B,BB003,B+,Platelets,1,2026-08-02,HOSP009
ISSUE0699232665,BB003,B+,Platelets,2,2025-12-27,HOSP005
ISSUE98133B0851,BB003,B+,Platelets,1,2026-06-12,HOSP006
ISSUEA8D08873C0,BB014,B+,RBC,2,2026-05-24,HOSP004
ISSUECD922A53EA,BB014,B+,RBC,2,2026-06-21,HOSP012
ISSUE88A69DA7F3,BB014,B+,RBC,2,2026-06-08,HOSP003
ISSUE396EC2B519,BB014,B+,RBC,1,2026-01-14,HOSP006
ISSUE5A2FA80315,BB014,B+,RBC,1,2022-11-06,HOSP002
ISSUE1C5EFF703A,BB014,B+,RBC,1,2025-07-24,HOSP006
ISSUEEEACBEB1EA,BB014,B+,Plasma,1,2025-03-18,HOSP005
ISSUEEBDFEB1B74,BB006,O+,Platelets,3,2025-11-15,HOSP007
ISSUE69A5A04976,BB006,O+,Platelets,2,2026-07-25,HOSP004
ISSUE47773E44E3,BB006,O+,Platelets,1,2024-07-23,HOSP007
ISSUECC2E7D1028,BB006,O+,Platelets,1,2024-11-09,HOSP010
ISSUE6765FF83EC,BB006,O+,Platelets,1,2025-09-21,HOSP009
ISSUE81472B6226,BB006,O+,Platelets,1,2023-06-12,HOSP007
ISSUE264FFFA83C,BB003,O-,RBC,1,2025-04-11,HOSP010
ISSUEA17A7BDF26,BB003,O-,RBC,2,2024-10-01,HOSP010
ISSUE36FEA5A951,BB003,O-,Plasma,1,2025-08-31,HOSP011
ISSUE8E6D0E14FA,BB003,O-,Plasma,1,2024-03-23,HOSP005
ISSUECF39325938,BB003,O-,Plasma,2,2022-02-23,HOSP008
ISSUEB1165F5134,BB003,O-,Plasma,2,2024-05-30,HOSP005
ISSUE5CD9C26F70,BB003,O-,Plasma,1,2025-04-10,HOSP011
